"gene;AN;origin;antibiotic"
"Dihydrofolate_reductase;KJ692698.1;grassland_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ692700.1;grassland_soil;TGC"
"Dihydrofolate_reductase_type_3;KJ692714.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ692717.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ692719.1;grassland_soil;TMP"
"putative_beta-lactamase_YbxI;KJ692721.1;grassland_soil;PIP"
"Metallo-beta-lactamase_type_2;KJ692723.1;grassland_soil;PIP"
"Dihydrofolate_reductase_type_3;KJ692725.1;grassland_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ692730.1;grassland_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ692733.1;grassland_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ692734.1;grassland_soil;TET"
"Dihydrofolate_reductase;KJ692737.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ692746.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ692747.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ692749.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ692750.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ692756.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ692758.1;grassland_soil;TMP"
"Metallo-beta-lactamase_L1_type_3;KJ692768.1;grassland_soil;FOX"
"Metallo-beta-lactamase_L1_type_3;KJ692772.1;grassland_soil;FOX"
"Dihydrofolate_reductase;KJ692774.1;grassland_soil;SXT"
"Dihydrofolate_reductase_type_3;KJ692779.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ692781.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ692798.1;grassland_soil;TMP"
"putative_beta-lactamase_YbxI;KJ692802.1;grassland_soil;ATM"
"Dihydrofolate_reductase;KJ692803.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ692810.1;grassland_soil;SXT"
"Dihydrofolate_reductase_type_3;KJ692815.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ692822.1;grassland_soil;TMP"
"Metallo-beta-lactamase_L1_type_3;KJ692823.1;grassland_soil;FOX"
"Metallo-beta-lactamase_type_2;KJ692826.1;grassland_soil;FOX"
"Extended-spectrum_beta-lactamase_PER-1;KJ692831.1;grassland_soil;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KJ692832.1;grassland_soil;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KJ692833.1;grassland_soil;PEN"
"Tetracycline_resistance_protein%2C_class_C;KJ692841.1;grassland_soil;TET"
"Dihydrofolate_reductase_type_3;KJ692850.1;grassland_soil;TMP"
"putative_beta-lactamase_YbxI;KJ692851.1;grassland_soil;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KJ692860.1;grassland_soil;ATM"
"putative_beta-lactamase_YbxI;KJ692861.1;grassland_soil;ATM"
"Dihydrofolate_reductase;KJ692864.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ692865.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ692876.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ692878.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ692880.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ692882.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ692884.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ692888.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ692892.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ692900.1;grassland_soil;TMP"
"putative_beta-lactamase_YbxI;KJ692902.1;grassland_soil;ATM"
"Dihydrofolate_reductase;KJ692910.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ692911.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ692914.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ692915.1;grassland_soil;TMP"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KJ692919.1;grassland_soil;GEN"
"Gentamicin_3-N-acetyltransferase;KJ692920.1;grassland_soil;GEN"
"D-alanine--D-alanine_ligase_B;KJ692925.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ692926.1;grassland_soil;CYC"
"Metallo-beta-lactamase_L1_type_3;KJ692928.1;grassland_soil;FOX"
"Metallo-beta-lactamase_L1_type_3;KJ692929.1;grassland_soil;FOX"
"Beta-lactamase;KJ692935.1;grassland_soil;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KJ692937.1;grassland_soil;PEN"
"Beta-lactamase_OXA-10;KJ692938.1;grassland_soil;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KJ692940.1;grassland_soil;CAZ"
"Beta-lactamase;KJ692949.1;grassland_soil;CTX"
"Metallo-beta-lactamase_type_2;KJ692957.1;grassland_soil;CAZ"
"Extended-spectrum_beta-lactamase_PER-1;KJ692961.1;grassland_soil;CAZ"
"Dihydrofolate_reductase;KJ692963.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ692974.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ692982.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ692983.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase_A;KJ692995.1;grassland_soil;CYC"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KJ693001.1;grassland_soil;GEN"
"Beta-lactamase;KJ693015.1;grassland_soil;PIP"
"Dihydrofolate_reductase_type_3;KJ693041.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ693052.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ693064.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693067.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693068.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693069.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693100.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693101.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ693103.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693125.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693129.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ693130.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ693131.1;grassland_soil;TMP"
"Metallo-beta-lactamase_L1_type_3;KJ693138.1;grassland_soil;FOX"
"Metallo-beta-lactamase_L1_type_3;KJ693145.1;grassland_soil;CAZ"
"Extended-spectrum_beta-lactamase_PER-1;KJ693147.1;grassland_soil;CAZ"
"Extended-spectrum_beta-lactamase_PER-1;KJ693149.1;grassland_soil;CAZ"
"Extended-spectrum_beta-lactamase_PER-1;KJ693151.1;grassland_soil;CAZ"
"Extended-spectrum_beta-lactamase_PER-1;KJ693154.1;grassland_soil;PEN"
"Tetracycline_resistance_protein%2C_class_C;KJ693156.1;grassland_soil;TET"
"putative_beta-lactamase_YbxI;KJ693159.1;grassland_soil;ATM"
"Dihydrofolate_reductase;KJ693177.1;grassland_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ693192.1;grassland_soil;TGC"
"Beta-lactamase;KJ693194.1;grassland_soil;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KJ693200.1;grassland_soil;ATM"
"putative_beta-lactamase_YbxI;KJ693208.1;grassland_soil;ATM"
"Dihydrofolate_reductase;KJ693213.1;grassland_soil;TMP"
"putative_beta-lactamase_YbxI;KJ693231.1;grassland_soil;ATM"
"Dihydrofolate_reductase;KJ693242.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase_A;KJ693257.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ693281.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693282.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ693285.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ693291.1;grassland_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ693295.1;grassland_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ693303.1;grassland_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ693309.1;grassland_soil;TET"
"Dihydrofolate_reductase;KJ693317.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693318.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ693319.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ693325.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ693328.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ693344.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693361.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ693375.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_A;KJ693376.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ693412.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase_A;KJ693421.1;grassland_soil;CYC"
"Extended-spectrum_beta-lactamase_PER-1;KJ693425.1;grassland_soil;PEN"
"Dihydrofolate_reductase;KJ693426.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693430.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ693431.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693435.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693436.1;grassland_soil;TMP"
"Beta-lactamase;KJ693456.1;grassland_soil;PIP"
"Extended-spectrum_beta-lactamase_PER-1;KJ693469.1;grassland_soil;PEN"
"Tetracycline_resistance_protein%2C_class_C;KJ693473.1;grassland_soil;TET"
"Tetracycline_repressor_protein_class_A_from_transposon_1721;KJ693474.1;grassland_soil;TET"
"putative_beta-lactamase_YbxI;KJ693480.1;grassland_soil;ATM"
"16S_rRNA_(guanine(1405)-N(7))-methyltransferase;KJ693483.1;grassland_soil;GEN"
"Dihydrofolate_reductase_type_3;KJ693485.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693486.1;grassland_soil;TMP"
"putative_beta-lactamase_YbxI;KJ693487.1;grassland_soil;ATM"
"Dihydrofolate_reductase;KJ693490.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693492.1;grassland_soil;SXT"
"Gentamicin_3-N-acetyltransferase;KJ693494.1;grassland_soil;GEN"
"Dihydrofolate_reductase;KJ693503.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693505.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693507.1;grassland_soil;SXT"
"D-alanine--D-alanine_ligase_B;KJ693518.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693520.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693523.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ693531.1;grassland_soil;SXT"
"Dihydrofolate_reductase_type_3;KJ693535.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693536.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693537.1;grassland_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ693544.1;grassland_soil;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KJ693546.1;grassland_soil;PEN"
"Dihydrofolate_reductase;KJ693554.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ693562.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ693567.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693570.1;grassland_soil;CYC"
"Metallo-beta-lactamase_L1_type_3;KJ693575.1;grassland_soil;FOX"
"Metallo-beta-lactamase_L1_type_3;KJ693576.1;grassland_soil;FOX"
"Dihydrofolate_reductase;KJ693588.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ693596.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_A;KJ693597.1;grassland_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ693600.1;grassland_soil;SXT"
"Extended-spectrum_beta-lactamase_PER-1;KJ693603.1;grassland_soil;ATM"
"D-alanine--D-alanine_ligase_B;KJ693608.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693610.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693611.1;grassland_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ693619.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ693627.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693628.1;grassland_soil;TMP"
"D-alanyl-D-alanine_carboxypeptidase_DacC;KJ693635.1;grassland_soil;CAZ"
"D-alanine--D-alanine_ligase_B;KJ693643.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ693650.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693654.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693658.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ693660.1;grassland_soil;CYC"
"Methicillin_resistance_mecR1_protein;KJ693670.1;grassland_soil;ATM"
"Dihydrofolate_reductase_type_3;KJ693674.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ693676.1;grassland_soil;TMP"
"Metallo-beta-lactamase_L1_type_3;KJ693679.1;grassland_soil;CAZ"
"Extended-spectrum_beta-lactamase_PER-1;KJ693680.1;grassland_soil;CAZ"
"Tetracycline_resistance_protein%2C_class_C;KJ693682.1;grassland_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ693684.1;grassland_soil;TET"
"D-alanine--D-alanine_ligase_B;KJ693696.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ693699.1;grassland_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ693706.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ693714.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693715.1;grassland_soil;CYC"
"Chloramphenicol_acetyltransferase;KJ693717.1;grassland_soil;CHL"
"D-alanine--D-alanine_ligase_B;KJ693720.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693722.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ693731.1;grassland_soil;SXT"
"Extended-spectrum_beta-lactamase_PER-1;KJ693732.1;grassland_soil;CTX"
"Extended-spectrum_beta-lactamase_PER-1;KJ693733.1;grassland_soil;CAZ"
"Metallo-beta-lactamase_L1_type_3;KJ693734.1;grassland_soil;CAZ"
"Metallo-beta-lactamase_L1_type_3;KJ693735.1;grassland_soil;CAZ"
"Metallo-beta-lactamase_L1_type_3;KJ693740.1;grassland_soil;FOX"
"Dihydrofolate_reductase;KJ693742.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693743.1;grassland_soil;TMP"
"Chloramphenicol_acetyltransferase;KJ693744.1;grassland_soil;CHL"
"Dihydrofolate_reductase_type_3;KJ693746.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ693750.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693751.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ693752.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ693757.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ693760.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693762.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693767.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693777.1;grassland_soil;SXT"
"Beta-lactamase_OXA-10;KJ693790.1;grassland_soil;PEN"
"D-alanine--D-alanine_ligase;KJ693791.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ693793.1;grassland_soil;CYC"
"Beta-lactamase_OXA-10;KJ693799.1;grassland_soil;PIP"
"Dihydrofolate_reductase;KJ693810.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693815.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ693818.1;grassland_soil;SXT"
"Dihydrofolate_reductase_type_3;KJ693819.1;grassland_soil;TMP"
"Beta-lactamase_OXA-10;KJ693820.1;grassland_soil;PEN"
"Beta-lactamase_OXA-2;KJ693824.1;grassland_soil;PEN"
"Dihydrofolate_reductase;KJ693829.1;grassland_soil;SXT"
"Extended-spectrum_beta-lactamase_PER-1;KJ693839.1;grassland_soil;PEN"
"Dihydrofolate_reductase;KJ693842.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693843.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693849.1;grassland_soil;SXT"
"Dihydrofolate_reductase_type_3;KJ693861.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693864.1;grassland_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ693868.1;grassland_soil;ATM"
"Extended-spectrum_beta-lactamase_PER-1;KJ693872.1;grassland_soil;ATM"
"Dihydrofolate_reductase;KJ693874.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ693875.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693879.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693883.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ693891.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ693909.1;grassland_soil;CYC"
"Tetracycline_resistance_protein%2C_class_C;KJ693916.1;grassland_soil;TET"
"Dihydrofolate_reductase_type_3;KJ693918.1;grassland_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ693927.1;grassland_soil;TET"
"Dihydrofolate_reductase_type_3;KJ693930.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ693933.1;grassland_soil;TMP"
"Extended-spectrum_beta-lactamase_PER-1;KJ693935.1;grassland_soil;ATM"
"Extended-spectrum_beta-lactamase_PER-1;KJ693936.1;grassland_soil;ATM"
"Extended-spectrum_beta-lactamase_PER-1;KJ693938.1;grassland_soil;ATM"
"Dihydrofolate_reductase_type_3;KJ693940.1;grassland_soil;TMP"
"putative_beta-lactamase_YbxI;KJ693944.1;grassland_soil;ATM"
"D-alanine--D-alanine_ligase;KJ693946.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693947.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ693949.1;grassland_soil;CYC"
"putative_beta-lactamase_YbxI;KJ693951.1;grassland_soil;ATM"
"Dihydrofolate_reductase;KJ693958.1;grassland_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ693961.1;grassland_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ693962.1;grassland_soil;TET"
"D-alanine--D-alanine_ligase;KJ693967.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ693972.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ693978.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ693981.1;grassland_soil;CYC"
"Tetracycline_resistance_protein%2C_class_C;KJ693997.1;grassland_soil;TET"
"Dihydrofolate_reductase_type_3;KJ694004.1;grassland_soil;SXT"
"Dihydrofolate_reductase_type_3;KJ694012.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ694013.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694016.1;grassland_soil;TMP"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KJ694028.1;grassland_soil;GEN"
"Dihydrofolate_reductase_type_3;KJ694032.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ694036.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694048.1;grassland_soil;TMP"
"Beta-lactamase_3;KJ694052.1;grassland_soil;PIP"
"Beta-lactamase_OXA-18;KJ694053.1;grassland_soil;PIP"
"Tetracycline_resistance_protein%2C_class_C;KJ694056.1;grassland_soil;TET"
"Dihydrofolate_reductase;KJ694058.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ694059.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ694061.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ694062.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ694063.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ694067.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ694069.1;grassland_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ694074.1;grassland_soil;TET"
"Metallo-beta-lactamase_L1_type_3;KJ694075.1;grassland_soil;CAZ"
"Beta-lactamase;KJ694078.1;grassland_soil;PEN"
"Dihydrofolate_reductase;KJ694091.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ694097.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ694098.1;grassland_soil;SXT"
"Dihydrofolate_reductase_type_3;KJ694101.1;grassland_soil;SXT"
"Beta-lactamase;KJ694108.1;grassland_soil;PEN"
"Extended-spectrum_beta-lactamase_PER-1;KJ694109.1;grassland_soil;CAZ"
"Beta-lactamase_OXA-10;KJ694116.1;grassland_soil;PEN"
"Dihydrofolate_reductase;KJ694121.1;grassland_soil;SXT"
"Dihydrofolate_reductase;KJ694122.1;grassland_soil;SXT"
"Beta-lactamase_3;KJ694146.1;grassland_soil;PIP"
"Dihydrofolate_reductase_type_3;KJ694149.1;grassland_soil;SXT"
"Tetracycline_resistance_protein%2C_class_C;KJ694157.1;grassland_soil;TET"
"Tetracycline_resistance_protein%2C_class_C;KJ694160.1;grassland_soil;TET"
"Chloramphenicol_acetyltransferase;KJ694162.1;grassland_soil;CHL"
"D-alanine--D-alanine_ligase;KJ694168.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694177.1;grassland_soil;TMP"
"Beta-lactamase;KJ694180.1;grassland_soil;PIP"
"D-alanine--D-alanine_ligase_B;KJ694183.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ694193.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ694198.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ694199.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ694202.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694204.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase_A;KJ694212.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694225.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ694226.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ694231.1;grassland_soil;SXT"
"D-alanine--D-alanine_ligase_B;KJ694236.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_A;KJ694239.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ694251.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ694252.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ694254.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ694257.1;grassland_soil;CYC"
"Chloramphenicol_acetyltransferase;KJ694261.1;grassland_soil;CHL"
"Beta-lactamase_OXA-18;KJ694262.1;grassland_soil;PIP"
"D-alanine--D-alanine_ligase_B;KJ694264.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694269.1;grassland_soil;SXT"
"D-alanine--D-alanine_ligase;KJ694270.1;grassland_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ694271.1;grassland_soil;SXT"
"D-alanine--D-alanine_ligase_B;KJ694273.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ694274.1;grassland_soil;CYC"
"SPBc2_prophage-derived_aminoglycoside_N(3')-acetyltransferase-like_protein_YokD;KJ694287.1;grassland_soil;GEN"
"D-alanine--D-alanine_ligase_B;KJ694292.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694295.1;grassland_soil;TMP"
"Tetracycline_resistance_protein%2C_class_C;KJ694306.1;grassland_soil;TET"
"D-alanine--D-alanine_ligase_B;KJ694314.1;grassland_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ694316.1;grassland_soil;TMP"
"Beta-lactamase_OXA-10;KJ694319.1;grassland_soil;PIP"
"Chloramphenicol_acetyltransferase;KJ694322.1;grassland_soil;CHL"
"D-alanine--D-alanine_ligase_B;KJ694329.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ694338.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694343.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ694345.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ694351.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase_B;KJ694367.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase_B;KJ694369.1;grassland_soil;CYC"
"Gentamicin_3-N-acetyltransferase;KJ694371.1;grassland_soil;GEN"
"D-alanine--D-alanine_ligase;KJ694372.1;grassland_soil;CYC"
"D-alanine--D-alanine_ligase;KJ694377.1;grassland_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ694382.1;grassland_soil;TMP"
"Beta-lactamase;KJ694385.1;grassland_soil;PIP"
"Dihydrofolate_reductase;KJ694386.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ694387.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ694389.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ694401.1;grassland_soil;CYC"
"Dihydrofolate_reductase_type_3;KJ694406.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ694412.1;grassland_soil;TMP"
"Dihydrofolate_reductase_type_3;KJ694415.1;grassland_soil;TMP"
"Metallo-beta-lactamase_L1_type_3;KJ694423.1;grassland_soil;CAZ"
"Metallo-beta-lactamase_L1_type_3;KJ694424.1;grassland_soil;CAZ"
"Beta-lactamase_3;KJ694425.1;grassland_soil;CAZ"
"Bifunctional_AAC/APH;KJ694435.1;grassland_soil;GEN"
"D-alanine--D-alanine_ligase_B;KJ694437.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694442.1;grassland_soil;TMP"
"Dihydrofolate_reductase;KJ694444.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ694445.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694450.1;grassland_soil;SXT"
"Dihydrofolate_reductase_type_3;KJ694455.1;grassland_soil;TMP"
"D-alanine--D-alanine_ligase;KJ694458.1;grassland_soil;CYC"
"putative_beta-lactamase_YbxI;KJ694472.1;grassland_soil;CTX"
"D-alanine--D-alanine_ligase;KJ694476.1;grassland_soil;CYC"
"Dihydrofolate_reductase;KJ694478.1;grassland_soil;TMP"
