GMGC_id;db;seq_id;gene;family
GMGC10.003_803_237.MDTC;CARD;81.58;MdtC;Multidrug_efflux
GMGC10.003_805_675.CRP;CARD;88.47;emrE;Multidrug_efflux
GMGC10.003_815_471.ACRB;CARD;86.06;AcrB;Multidrug_efflux
GMGC10.003_821_159.MDTB;CARD;80.71;MdtB;Multidrug_efflux
GMGC10.003_882_350.AMPC;ARG-ANNOT;97.97;(Bla)AmpC2_Ecoli;blactamase
GMGC10.003_882_350.AMPC;CARD;97.97;A class C ampC beta-lactamase (cephalosporinase) enzyme described in Escherichia coli shown clinically to confer resistance to penicillin-like and cephalosporin-class antibiotics.;blactamase
GMGC10.003_882_350.AMPC;NCBI;99.82;cephalosporin-hydrolyzing class C beta-lactamase EC-5;blactamase
GMGC10.003_882_350.AMPC;ResFinderFG;99.83;"Beta-lactamase""|KU607775.1|Preterm_infant_stool|AMC";blactamase
GMGC10.003_891_281.UPPP;CARD;82.76;The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.;peptide
GMGC10.003_896_929.MEXF;ARG-ANNOT;88.65;(Flq)OqxBgb;Multidrug_efflux
GMGC10.003_896_929.MEXF;CARD;88.65;RND;Multidrug_efflux
GMGC10.003_896_929.MEXF;NCBI;89.33;multidrug efflux RND transporter permease subunit OqxB9;Multidrug_efflux
GMGC10.003_896_929.MEXF;ResFinder;88.65;oqxB;Multidrug_efflux
GMGC10.003_897_748.UPPP;CARD;82.89;The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.;peptide
GMGC10.003_897_821.AMPC;ARG-ANNOT;87.96;(Bla)blaACT-38;blactamase
GMGC10.003_897_821.AMPC;CARD;87.96;A class C beta-lactamase from Citrobacter freundii.;blactamase
GMGC10.003_897_821.AMPC;NCBI;87.96;cephalosporin-hydrolyzing class C beta-lactamase ACT-38;blactamase
GMGC10.003_897_821.AMPC;ResFinder;87.78;blaACT-6;blactamase
GMGC10.003_897_821.AMPC;ResFinderFG;86.79;"Beta-lactamase""|KF630159.1|pediatric_fecal_sample|PEN";blactamase
GMGC10.003_898_011.ACRA;CARD;92.07;AcrA;Multidrug_efflux
GMGC10.003_898_013.ACRB;CARD;84.79;AcrB;Multidrug_efflux
GMGC10.003_898_619.BAER;CARD;81.15;BaeR is a response regulator that promotes the expression of MdtABC and AcrD efflux complexes.;aminoside
GMGC10.003_898_620.MDTB;CARD;80.68;MdtB;Multidrug_efflux
GMGC10.003_899_105.MSBA;CARD;83.13;MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.;nitroimidazole
GMGC10.003_900_468.AMPC;ARG-ANNOT;98.17;(Bla)blaACT-10;blactamase
GMGC10.003_900_468.AMPC;CARD;98.17;ACT-10 is a beta-lactamase. From the Lahey list of ACT beta-lactamases.;blactamase
GMGC10.003_900_468.AMPC;NCBI;98.17;cephalosporin-hydrolyzing class C beta-lactamase ACT-10;blactamase
GMGC10.003_900_468.AMPC;ResFinder;98.17;blaACT-10;blactamase
GMGC10.003_900_468.AMPC;ResFinderFG;97.03;"Beta-lactamase""|KF630159.1|pediatric_fecal_sample|PEN";blactamase
GMGC10.003_901_409.CRP;CARD;87.05;emrE;Multidrug_efflux
GMGC10.003_937_236.ILES;CARD;88.09;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.003_943_124.BAES;CARD;80.13;BaeS is a sensor kinase in the BaeSR regulatory system. While it phosphorylates BaeR to increase its activity BaeS is not necessary for overexpressed BaeR to confer resistance.;aminoside
GMGC10.003_948_773.CRP;CARD;87.99;emrE;Multidrug_efflux
GMGC10.003_950_502.CRP;CARD;87.05;emrE;Multidrug_efflux
GMGC10.003_958_212.CRP;CARD;87.84;emrE;Multidrug_efflux
GMGC10.003_992_254.TETA;ARG-ANNOT;96.04;(Tet)TetAB;cycline
GMGC10.003_992_254.TETA;CARD;96.04;tetAB genes of the Corynebacterium striatum R-plasmid which encode an ABC transporter and confer tetracycline oxytetracycline and oxalic resistance;cycline
GMGC10.003_992_254.TETA;NCBI;96.04;tetracycline efflux ABC transporter TetAB subunit A;cycline
GMGC10.004_016_134.CRP;CARD;87.84;emrE;Multidrug_efflux
GMGC10.004_032_252.CRP;CARD;87.84;emrE;Multidrug_efflux
GMGC10.004_059_763.MARA;CARD;89.14;MarA_reg;Multidrug_efflux
GMGC10.004_070_023.CRP;CARD;86.57;emrE;Multidrug_efflux
GMGC10.004_072_089.UPPP;CARD;80.75;The bacA gene product (BacA) recycles undecaprenyl pyrophosphate during cell wall biosynthesis which confers resistance to bacitracin.;peptide
GMGC10.004_074_454.CRP;CARD;87.68;emrE;Multidrug_efflux
GMGC10.004_081_499.CRP;CARD;87.84;emrE;Multidrug_efflux
GMGC10.004_083_558.CRP;CARD;87.68;emrE;Multidrug_efflux
GMGC10.004_102_968.CRP;CARD;88.31;emrE;Multidrug_efflux
GMGC10.004_116_375.AACA7;ResFinderFG;98.6;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.004_116_919.TETP;ARG-ANNOT;94.95;(Tet)tetM;cycline
GMGC10.004_116_919.TETP;CARD;94.48;TetM is a ribosomal protection protein that confers tetracycline resistance. It is found on transposable DNA elements and its horizontal transfer between bacterial species has been documented.;cycline
GMGC10.004_116_919.TETP;NCBI;97.34;tetracycline resistance ribosomal protection protein Tet(M);cycline
GMGC10.004_116_919.TETP;ResFinder;97.34;tet(M);cycline
GMGC10.004_116_919.TETP;ResFinderFG;97.03;"tetracycline resistance ribosomal protection protein Tet(M)""|KU545385.1|feces|TET";cycline
GMGC10.004_129_448.AACA7;ResFinderFG;98.37;"Aminoglycoside N(6')-acetyltransferase type 1""|GQ343186.1|human saliva|SIS";aminoside
GMGC10.004_150_673.LMRD;CARD;87.22;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.004_150_996.MDTG;CARD;93.08;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.004_151_114.FOLA;ResFinderFG;83.47;"Dihydrofolate reductase""|KF628671.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.004_151_729.FOLA;ResFinderFG;88.17;"Dihydrofolate reductase""|KF627038.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.004_159_185.RRMA;CARD;84.71;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.004_160_727.LMRD;CARD;94.06;PatB is an ABC transporter of Streptococcus pneumoniae that interacts with PatA to confer fluoroquinolone resistance..;quinolone
GMGC10.004_166_202.RRMA;CARD;92.23;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.004_166_206.LMRC;CARD;94.1;PatA is an ABC transporter of Streptococcus pneumoniae that interacts with PatB to confer fluoroquinolone resistance.;quinolone
GMGC10.004_167_325.FOLA;ResFinderFG;94.87;"Dihydrofolate reductase""|KF627038.1|pediatric_fecal_sample|TMP";Sulfonamide/trimethoprim
GMGC10.004_167_968.MDTG;CARD;94.33;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.004_181_661.BAER;CARD;94.04;smeR;Multidrug_efflux
GMGC10.004_192_507.AACA-APHD;ARG-ANNOT;100.0;(AGly)aph(2'')-Ib;aminoside
GMGC10.004_192_507.AACA-APHD;CARD;99.56;APH(2'')-IIa is a chromosomal-encoded aminoglycoside phosphotransferase in E. faecium and E. coli;aminoside
GMGC10.004_192_507.AACA-APHD;NCBI;100.0;aminoglycoside O-phosphotransferase APH(2'')-IIa;aminoside
GMGC10.004_192_507.AACA-APHD;ResFinder;100.0;aph(2'')-Ib;aminoside
GMGC10.004_192_507.AACA-APHD;ResFinderFG;96.11;"Bifunctional AAC/APH""|KF628397.1|pediatric_fecal_sample|GEN";aminoside
GMGC10.004_208_815.LMRC;CARD;80.48;PatA is an ABC transporter of Streptococcus pneumoniae that interacts with PatB to confer fluoroquinolone resistance.;quinolone
GMGC10.004_215_769.PBP1A;ARG-ANNOT;81.41;(Bla)PBP1a;blactam_non_enz
GMGC10.004_217_650.YHEH;CARD;100.0;tetB(46) is a subunit of tetAB(46) a heterodimeric ABC transporter that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.;cycline
GMGC10.004_217_650.YHEH;NCBI;100.0;tetracycline efflux ABC transporter Tet(46) subunit B;cycline
GMGC10.004_217_650.YHEH;ResFinder;100.0;tetB(46);cycline
GMGC10.004_221_964.MDLB;CARD;86.36;tetB(46) is a subunit of tetAB(46) a heterodimeric ABC transporter that is required for conferring tetracycline resistance in Streptococcus australis isolated from the oral cavity.;cycline
GMGC10.004_221_964.MDLB;NCBI;86.36;tetracycline efflux ABC transporter Tet(46) subunit B;cycline
GMGC10.004_221_964.MDLB;ResFinder;86.36;tetB(46);cycline
GMGC10.004_246_576.RRMA;CARD;84.71;RlmA(II) is a methyltransferase found in Streptococcus pneumoniae and confers resistance to mycinamicin tylosin and lincosamides. Specifically this enzyme adds a methyl group to guanosine 748 (E. coli numbering) of 23S ribosomal RNA.;MLS
GMGC10.004_266_493.PBP1B;ARG-ANNOT;92.98;(Bla)PBP1b;blactam_non_enz
GMGC10.004_283_760.CRP;CARD;87.84;emrE;Multidrug_efflux
GMGC10.004_295_138.LMRC;CARD;93.62;PatA is an ABC transporter of Streptococcus pneumoniae that interacts with PatB to confer fluoroquinolone resistance.;quinolone
GMGC10.004_302_795.TNPCX;NCBI;100.0;aminoglycoside N-acetyltransferase AAC(3)-XI;aminoside
GMGC10.004_302_795.TNPCX;ResFinder;100.0;aac(3)-XI;aminoside
GMGC10.004_317_300.SFLR;ARG-ANNOT;99.84;(Phe)cmlB1;phenicol
GMGC10.004_317_300.SFLR;CARD;99.84;cmlB1 is a plasmid-encoded chloramphenicol exporter that is found in Bordetella bronchiseptica;phenicol
GMGC10.004_317_300.SFLR;NCBI;99.84;chloramphenicol efflux MFS transporter CmlB1;phenicol
GMGC10.004_317_300.SFLR;ResFinder;99.84;cmlB1;phenicol
GMGC10.004_317_300.SFLR;ResFinderFG;100.0;"chloramphenicol efflux MFS transporter CmlB1""|KU548442.1|soil|CHL";phenicol
GMGC10.004_391_941.EMRR;CARD;82.49;ErmR;Multidrug_efflux
GMGC10.004_416_135.CMEA;CARD;94.06;CmeA;Multidrug_efflux
GMGC10.004_419_796.CMEB;CARD;93.63;CmeB;Multidrug_efflux
GMGC10.004_419_797.CMER;CARD;89.41;CmeR_reg;Multidrug_efflux
GMGC10.004_420_096.CMEA;CARD;94.75;CmeA;Multidrug_efflux
GMGC10.004_432_995.UNKNOWN;CARD;99.87;OXA-184 is a beta-lactamase. From the Lahey list of OXA beta-lactamases.;blactamase
GMGC10.004_432_995.UNKNOWN;NCBI;99.87;class D beta-lactamase OXA-184;blactamase
GMGC10.004_432_995.UNKNOWN;ResFinder;99.87;blaOXA-184;blactamase
GMGC10.004_443_699.CMEB;CARD;91.49;CmeB;Multidrug_efflux
GMGC10.004_451_260.BLAI;ARG-ANNOT;87.41;(Bla)blaI;blactamase
GMGC10.004_451_260.BLAI;NCBI;87.41;penicillinase repressor BlaI;blactamase
GMGC10.004_455_853.TETP;ARG-ANNOT;94.74;(Tet)tetO;cycline
GMGC10.004_455_853.TETP;CARD;94.74;TetO is a ribosomal protection protein. It is associated with conjugative plasmids.;cycline
GMGC10.004_455_853.TETP;NCBI;99.74;tetracycline resistance ribosomal protection protein Tet(O);cycline
GMGC10.004_455_853.TETP;ResFinder;94.74;tet(O);cycline
GMGC10.004_455_853.TETP;ResFinderFG;94.85;"tetracycline resistance ribosomal protection protein Tet(O)""|KF626853.1|pediatric_fecal_sample|TET";cycline
GMGC10.004_456_653.CMEB;CARD;90.62;CmeB;Multidrug_efflux
GMGC10.004_491_233.LSA;NCBI;93.2;ABC-F type ribosomal protection protein Lsa(E);MLS
GMGC10.004_491_233.LSA;ResFinder;93.2;lsa(E);MLS
GMGC10.004_548_102.CRP;CARD;86.64;emrE;Multidrug_efflux
GMGC10.004_549_121.ACRB;CARD;83.83;AcrB;Multidrug_efflux
GMGC10.004_549_334.MSBA;CARD;81.42;MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.;nitroimidazole
GMGC10.004_549_787.EMRB;CARD;82.39;emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP) nalidixic acid and thioloactomycin.;quinolone
GMGC10.004_657_955.CRP;CARD;100.0;emrE;Multidrug_efflux
GMGC10.004_682_741.MDTG;CARD;99.32;PmrA is a MFS-type efflux pump expressed in Streptococcus pneumoniae that confers low-level resistance to norfloxacin ciprofloxacin and acriflavine.;quinolone
GMGC10.004_709_186.UNKNOWN;CARD;94.11;TriA is a membrane protein that is fused to TriB and both are required for the triclosan efflux pump function of TriABC-OpmH in P. aeruginosa.;Disinfecting_agents_and_antiseptics
GMGC10.004_729_127.ILES;CARD;83.92;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.004_750_219.CMEB;CARD;91.42;CmeB;Multidrug_efflux
GMGC10.004_771_299.AMRA;CARD;85.2;AxyX;Multidrug_efflux
GMGC10.004_788_363.MEXF;ARG-ANNOT;89.36;(Flq)OqxBgb;Multidrug_efflux
GMGC10.004_788_363.MEXF;CARD;89.36;RND;Multidrug_efflux
GMGC10.004_788_363.MEXF;NCBI;89.91;multidrug efflux RND transporter permease subunit OqxB9;Multidrug_efflux
GMGC10.004_788_363.MEXF;ResFinder;89.36;oqxB;Multidrug_efflux
GMGC10.004_867_643.ILES;CARD;88.37;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.004_873_956.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.004_890_311.MDTC;CARD;80.2;MdtC;Multidrug_efflux
GMGC10.004_891_410.MDTB;CARD;80.31;MdtB;Multidrug_efflux
GMGC10.004_935_650.QNR;ARG-ANNOT;99.39;(Flq)qnrA7;quinolone
GMGC10.004_935_650.QNR;CARD;99.39;QnrA7 is a plasmid-mediated quinolone resistance protein found in Shewanella algae;quinolone
GMGC10.004_935_650.QNR;NCBI;99.39;quinolone resistance pentapeptide repeat protein QnrA7;quinolone
GMGC10.004_935_650.QNR;ResFinder;99.39;qnrA7;quinolone
GMGC10.004_987_887.UNKNOWN;ARG-ANNOT;85.55;(MLS)mef(A);MLS
GMGC10.004_987_887.UNKNOWN;CARD;85.55;Mel a homolog of MsrA is an ABC-F subfamily protein associated with macrolide resistance. It is expressed on the same operon as mefA and mefE both MFS-type efflux proteins that confer macrolide resistance.;MLS
GMGC10.004_987_887.UNKNOWN;NCBI;87.36;macrolide efflux MFS transporter Mef(A);MLS
GMGC10.004_987_887.UNKNOWN;ResFinder;85.55;mef(A);MLS
GMGC10.005_062_719.DDL;ResFinderFG;98.21;"D-alanine--D-alanine ligase""|GQ343126.1|human saliva|CYC";Glycopeptide/Cycloserine
GMGC10.005_093_290.CRP;CARD;88.31;emrE;Multidrug_efflux
GMGC10.005_160_165.TETP;ARG-ANNOT;93.23;(Tet)tetM;cycline
GMGC10.005_160_165.TETP;CARD;93.49;TetM is a ribosomal protection protein that confers tetracycline resistance. It is found on transposable DNA elements and its horizontal transfer between bacterial species has been documented.;cycline
GMGC10.005_160_165.TETP;NCBI;95.31;tetracycline resistance ribosomal protection protein Tet(M);cycline
GMGC10.005_160_165.TETP;ResFinder;94.69;tet(M);cycline
GMGC10.005_160_165.TETP;ResFinderFG;94.64;"tetracycline resistance ribosomal protection protein Tet(M)""|KU606927.1|Preterm_infant_stool|TET";cycline
GMGC10.005_193_550.CPXR;CARD;80.76;CpxR_reg;Multidrug_efflux
GMGC10.005_194_445.YEGN;CARD;81.34;MexW;Multidrug_efflux
GMGC10.005_198_440.MEXC;CARD;80.11;MexC;Multidrug_efflux
GMGC10.005_199_536.MEXF;CARD;86.5;mexF;Multidrug_efflux
GMGC10.005_205_226.MEXD;CARD;81.97;MexD;Multidrug_efflux
GMGC10.005_320_655.CMEB;CARD;96.29;CmeB;Multidrug_efflux
GMGC10.005_321_079.HYFJ;CARD;97.69;The mphB gene encodes for MPH(2')-II. This enzymes phosphorylates 14-membered and 16-membered macrolides.  It phosphorylates macrolides in GTP- dependent manner at 2'-OH hydroxyl of desosamine sugar of macrolides.;MLS
GMGC10.005_322_488.CMEB;CARD;92.87;CmeB;Multidrug_efflux
GMGC10.005_332_820.CRP;CARD;99.68;emrE;Multidrug_efflux
GMGC10.005_376_055.ILES;CARD;87.44;Bifidobacteria have an intrinsically resistant form of ileS (isoleucyl-tRNA synthetase) that confers resistance to mupirocin.;mupirocin
GMGC10.005_431_426.SMVA;CARD;92.64;AmvA has 14 alpha-helical transmembrane segments qualifying it as a member of the DHA2 transporter family of the major facilitator superfamily (MFS). When AmvA was expressed in E. coli  the cells had at least four-fold decreased susceptibility to erythromycin acridine orange acriflavine deoxycholate and methyl viologen. AmvA from the AC0037 strain of A. baumannii was tested.;MLS
GMGC10.005_515_861.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.005_617_870.ACRB;CARD;85.14;AcrB;Multidrug_efflux
GMGC10.005_644_973.TOLC;CARD;99.86;OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.;Disinfecting_agents_and_antiseptics
GMGC10.005_714_958.CPHA;ResFinderFG;99.39;"Metallo-beta-lactamase type 2""|GQ343045.1|human fecal matter|CAR";blactamase
GMGC10.005_727_449.CMEB;CARD;90.46;CmeB;Multidrug_efflux
GMGC10.005_728_443.CMEB;CARD;86.33;CmeB;Multidrug_efflux
GMGC10.005_731_876.CMEC;CARD;87.96;CmeC;Multidrug_efflux
GMGC10.005_777_180.CMEB;CARD;85.35;CmeB;Multidrug_efflux
GMGC10.005_777_491.CMEC;CARD;84.12;CmeC;Multidrug_efflux
GMGC10.005_778_235.EPTA;CARD;93.31;PmrC mediates the modification of Lipid A by the addition of 4-amino-4-deoxy-L-arabinose (L-Ara4N) and phosphoethanolamine resulting in a less negative cell membrane and decreased binding of polymyxin B.;peptide
GMGC10.005_821_613.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.005_875_846.MEXF;ARG-ANNOT;88.06;(Flq)OqxBgb;Multidrug_efflux
GMGC10.005_875_846.MEXF;CARD;88.06;RND;Multidrug_efflux
GMGC10.005_875_846.MEXF;NCBI;88.6;multidrug efflux RND transporter permease subunit OqxB15;Multidrug_efflux
GMGC10.005_875_846.MEXF;ResFinder;88.06;oqxB;Multidrug_efflux
GMGC10.005_882_279.MDTC;CARD;82.3;MdtC;Multidrug_efflux
GMGC10.005_882_280.MDTB;CARD;81.09;MdtB;Multidrug_efflux
GMGC10.005_923_584.MDTK;CARD;88.2;AbeM is an multidrug efflux pump found in Acinetobacter baumannii.;Multidrug_efflux
GMGC10.005_938_068.YBXI;ARG-ANNOT;93.87;(Bla)blaOXA-60;blactamase
GMGC10.005_938_068.YBXI;CARD;98.9;OXA-60 is a beta-lactamase found in Ralstonia pickettii;blactamase
GMGC10.005_938_068.YBXI;ResFinder;100.0;blaOXA-60b;blactamase
GMGC10.005_938_068.YBXI;ResFinderFG;100.0;"Beta-lactamase OXA-10""|KJ692398.1|grassland soil|PEN";blactamase
GMGC10.005_961_425.CMEB;CARD;92.25;CmeB;Multidrug_efflux
GMGC10.006_124_878.CRP;CARD;99.05;emrE;Multidrug_efflux
GMGC10.006_167_283.DDL;ResFinderFG;85.2;"D-alanine--D-alanine ligase B""|KJ692183.1|grassland soil|CYC";Glycopeptide/Cycloserine
GMGC10.006_258_444.CRP;CARD;94.61;emrE;Multidrug_efflux
GMGC10.006_422_551.CRP;CARD;86.64;emrE;Multidrug_efflux
GMGC10.006_524_561.MEXF;ARG-ANNOT;82.85;(Flq)OqxBgb;Multidrug_efflux
GMGC10.006_524_561.MEXF;CARD;82.85;RND;Multidrug_efflux
GMGC10.006_524_561.MEXF;NCBI;83.05;multidrug efflux RND transporter permease subunit OqxB5;Multidrug_efflux
GMGC10.006_524_561.MEXF;ResFinder;82.85;oqxB;Multidrug_efflux
GMGC10.006_565_390.NEO;ARG-ANNOT;82.96;(AGly)aph3-IIc;aminoside
GMGC10.006_565_390.NEO;CARD;82.96;APH(3')-IIc is a chromosomal-encoded aminoglycoside phosphotransferase in S. maltophilia;aminoside
GMGC10.006_565_390.NEO;NCBI;98.51;aminoglycoside O-phosphotransferase APH(3')-IIc;aminoside
GMGC10.006_651_382.PPS;ARG-ANNOT;81.88;(Rif)rphD;rifampicin
GMGC10.006_651_382.PPS;CARD;81.86;rphB is a rifampin phosphotransferase protein found in Paenibacillus sp. LC231 a strain of Paenibacillus isolated from Lechuguilla Cave NM USA. Confers resistance to rifamycin antibiotics specifically rifampin through rifampin inactivation. Described by Pawlowski et al. 2016.;rifampicin
GMGC10.006_651_382.PPS;NCBI;85.97;rifamycin-inactivating phosphotransferase RphC;rifampicin
GMGC10.006_772_118.ACRA;CARD;80.9;AcrA;Multidrug_efflux
GMGC10.006_772_119.ACRB;CARD;83.29;AcrB;Multidrug_efflux
GMGC10.006_773_252.CRP;CARD;86.49;emrE;Multidrug_efflux
GMGC10.007_137_974.MSBA;CARD;99.89;MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A a major component of the bacterial outer cell membrane and is the only bacterial ABC transporter that is essential for cell viability.;nitroimidazole
GMGC10.007_141_528.UGD;CARD;88.86;PmrE is required for the synthesis and transfer of 4-amino-4-deoxy-L-arabinose (Ara4N) to Lipid A which allows gram-negative bacteria to resist the antimicrobial activity of cationic antimicrobial peptides and antibiotics such as polymyxin;peptide
GMGC10.007_162_725.AADA;ARG-ANNOT;99.87;(AGly)aadA1-pm;aminoside
